age,income,credit_score,loan_amount,loan_term_months,employment_years,num_of_credit_cards,previous_defaults,debt_to_income_ratio,default
49,48795,424,33091,36,33,5,3,0.44,1
67,41447,612,34113,36,31,7,4,0.45,1
24,187670,757,23827,48,28,6,3,0.68,1
32,192886,529,19419,12,24,1,4,0.32,1
65,107960,496,16814,48,25,6,2,0.34,1
22,83278,722,38804,12,38,5,2,0.22,1
47,75077,470,15024,24,7,4,4,0.14,1
51,132782,681,48700,36,18,3,3,0.56,1
56,122932,472,12435,12,21,0,2,0.25,1
56,160600,752,6548,60,28,1,3,0.47,1
46,129869,649,10065,60,32,6,2,0.51,1
63,159251,793,27880,36,37,9,3,0.38,1
47,68781,303,8407,48,34,2,3,0.63,1
25,175024,392,38407,48,2,4,1,0.37,1
40,73798,305,37940,12,18,7,4,0.27,1
31,118696,587,10666,48,9,7,0,0.64,1
30,70939,445,42122,36,26,5,4,0.62,1
60,49516,723,30092,12,14,4,3,0.2,1
58,161521,756,15109,24,10,1,3,0.12,1
26,70290,501,40654,48,25,8,4,0.15,1
28,146688,511,39932,48,23,0,3,0.27,1
43,106661,305,31505,12,12,1,2,0.68,1
67,92954,675,41713,60,31,0,3,0.44,1
46,42746,746,48169,48,36,3,4,0.32,1
66,87990,405,12746,36,3,3,4,0.63,1
63,78810,700,16975,48,12,4,4,0.37,1
32,138362,395,45522,24,8,4,1,0.29,1
46,166295,687,20596,48,33,7,1,0.66,1
33,153669,751,42953,60,36,2,1,0.61,1
60,22659,715,38861,48,6,5,1,0.61,1
38,106516,803,8880,12,0,2,1,0.41,0
45,94567,753,48454,48,11,1,1,0.57,1
53,35037,590,48539,60,20,7,1,0.21,0
67,146498,833,48448,12,10,0,4,0.44,1
60,197810,492,7785,36,13,8,0,0.69,1
63,32109,449,27449,12,33,6,1,0.27,1
32,42010,814,19799,24,33,9,4,0.58,1
64,28787,692,44307,12,24,3,0,0.39,1
56,159544,615,48333,36,3,2,1,0.12,0
68,174455,375,45828,48,25,5,0,0.56,1
24,81709,569,8990,12,15,8,0,0.2,1
25,54518,524,24073,12,9,8,2,0.48,1
57,73909,829,41863,12,1,3,3,0.15,1
28,38351,412,19549,12,34,9,2,0.67,1
62,35282,550,23259,36,18,4,0,0.28,1
69,172850,532,24790,60,5,8,4,0.24,1
48,175336,382,14979,60,18,1,1,0.18,1
51,25075,424,25316,12,7,1,3,0.67,1
29,199526,474,31183,36,13,4,1,0.53,1
49,48365,368,33324,36,9,0,4,0.54,1
34,199272,346,29624,12,2,7,3,0.4,1
60,31002,555,43176,24,37,4,2,0.38,1
61,33947,329,25245,12,28,9,0,0.17,1
42,114840,580,28790,24,14,1,4,0.44,1
31,136219,536,31756,12,22,8,0,0.25,1
43,98610,547,7833,24,22,1,0,0.69,1
21,72142,667,10285,24,17,6,1,0.58,1
66,76307,794,14589,12,18,7,4,0.35,1
57,155565,324,19116,24,27,5,0,0.19,1
41,70085,789,12645,48,25,6,2,0.57,1
46,54228,793,49786,60,9,0,3,0.17,1
66,182727,613,34150,36,3,3,4,0.21,1
56,63472,674,15889,24,1,6,1,0.23,0
43,69437,324,35286,24,2,0,4,0.43,1
21,79711,633,42545,36,6,0,1,0.57,1
60,157888,654,20994,24,15,5,3,0.29,1
35,97175,415,40503,36,30,3,2,0.15,1
41,84307,347,29662,12,9,2,0,0.38,1
67,66733,398,44136,48,18,4,4,0.55,1
29,148202,758,31639,48,27,8,1,0.23,0
29,115028,822,22205,60,16,9,3,0.23,1
30,162312,704,37930,24,27,9,0,0.67,1
46,112493,513,12777,60,18,9,3,0.67,1
61,145149,802,33315,12,36,2,2,0.69,1
55,183834,747,31973,48,22,4,0,0.58,1
45,28259,557,23316,12,19,9,0,0.21,1
46,148775,420,32304,12,12,4,0,0.23,1
31,34849,353,41303,24,12,8,1,0.3,1
58,101768,630,35522,12,10,9,0,0.29,0
22,126108,540,27340,48,14,3,3,0.67,1
27,109709,829,24830,60,16,0,1,0.57,1
38,74869,782,18403,48,27,9,0,0.53,1
47,146888,486,19516,24,18,4,3,0.21,1
54,83095,561,24091,48,3,0,3,0.65,1
47,137886,663,12959,36,21,5,4,0.6,1
37,90910,790,36932,60,21,9,3,0.2,1
63,43567,730,35554,36,36,9,2,0.62,1
64,55292,538,41701,36,38,6,0,0.26,1
44,94813,603,8385,24,33,0,0,0.15,0
45,117136,597,38690,12,32,9,0,0.49,1
27,71631,375,15367,36,39,3,3,0.49,1
26,29885,632,38332,48,32,8,3,0.16,1
44,86314,773,24642,12,11,0,0,0.29,0
53,85087,582,15789,48,1,8,1,0.7,1
69,180237,371,40268,48,27,7,1,0.51,1
49,115998,562,25950,12,9,4,2,0.54,1
63,69812,311,30563,12,21,5,4,0.23,1
42,78643,440,44649,48,16,6,2,0.15,1
46,64900,316,41404,24,25,3,0,0.27,1
48,194018,362,37991,60,2,5,0,0.25,1
41,158923,552,44065,60,6,6,0,0.24,1
69,36288,764,5350,24,7,5,4,0.22,1
27,92692,675,23312,12,19,5,3,0.44,1
37,158440,819,29127,48,11,1,4,0.3,1
40,105436,389,33853,60,34,4,2,0.59,1
61,66403,474,42500,48,16,2,3,0.21,1
69,111170,375,38785,24,27,6,3,0.38,1
40,29168,699,23610,48,9,3,2,0.11,1
42,69879,370,28590,24,21,0,3,0.39,1
48,79871,479,34443,12,37,5,1,0.13,1
60,52174,423,12170,24,32,5,2,0.69,1
69,157653,680,18303,24,21,6,2,0.57,1
27,130155,592,11207,60,36,7,1,0.39,0
21,91853,494,17316,48,12,2,4,0.15,1
52,84046,527,40187,60,26,5,4,0.46,1
33,69678,730,11240,36,14,9,4,0.56,1
50,46649,735,6893,24,21,1,3,0.21,1
43,147795,760,18753,36,29,8,1,0.44,0
39,108668,320,43090,60,39,1,2,0.59,1
52,165639,363,16232,48,36,2,2,0.56,1
50,109906,464,22509,60,33,9,2,0.58,1
49,116019,326,8117,48,33,1,3,0.63,1
69,98002,610,41929,48,34,8,3,0.66,1
65,48803,584,9042,12,18,0,4,0.34,1
49,169302,580,42201,24,7,4,3,0.44,1
50,168934,463,31746,60,38,0,4,0.57,1
36,194427,523,19016,48,32,4,4,0.52,1
60,182331,445,30022,60,27,7,2,0.7,1
39,50795,329,40426,60,36,7,3,0.11,1
38,28770,344,32938,48,24,7,4,0.31,1
21,31093,770,48678,36,35,1,1,0.27,1
34,197643,333,40712,24,16,7,1,0.26,1
67,151265,726,44978,24,23,4,3,0.23,1
22,120311,520,13787,12,20,0,2,0.53,1
48,37569,833,6986,12,1,6,2,0.15,1
69,31190,666,15942,12,30,5,4,0.54,1
50,82824,849,22458,24,32,4,3,0.52,1
58,193824,415,17161,36,29,0,1,0.25,1
24,183399,538,25689,24,11,0,4,0.25,1
21,62070,634,34163,24,11,5,4,0.48,1
28,60197,740,40775,24,23,9,0,0.56,1
49,22261,447,38737,24,23,6,3,0.63,1
59,177584,308,13772,36,10,9,4,0.61,1
23,157788,587,40592,12,12,9,1,0.68,1
52,106795,687,6211,60,26,0,0,0.45,0
30,48933,349,5229,12,7,8,1,0.65,1
30,155450,816,19345,12,9,3,2,0.59,1
39,60583,577,40953,60,7,4,0,0.64,1
66,132082,599,36819,24,19,1,0,0.11,0
54,105371,434,21885,36,7,9,4,0.68,1
53,180105,446,31708,36,8,7,2,0.38,1
43,175072,789,5048,12,6,1,4,0.58,1
48,131032,777,24950,60,13,2,3,0.18,1
52,62604,458,20173,48,27,8,1,0.34,1
27,115074,683,38737,24,1,1,1,0.26,0
49,93869,462,33036,12,7,5,4,0.27,1
28,25410,740,10820,36,12,3,1,0.17,1
21,103375,488,19292,60,20,6,1,0.58,1
23,116055,714,8052,60,27,5,3,0.11,1
44,157868,638,49377,12,34,9,2,0.29,1
43,106716,480,28781,48,22,8,0,0.2,1
28,74245,587,7302,36,14,8,4,0.45,1
67,63056,486,7283,12,1,9,4,0.25,1
57,168781,437,47567,48,11,3,3,0.26,1
23,78557,429,20620,60,35,0,3,0.39,1
53,37543,493,35461,24,2,1,0,0.49,1
48,188490,615,25750,36,4,7,2,0.17,1
67,116038,443,37890,36,2,9,4,0.21,1
28,167796,315,28183,48,18,7,3,0.25,1
54,23828,601,14472,12,1,1,4,0.68,1
55,136656,722,8727,60,36,3,1,0.34,0
52,37087,544,30523,48,16,0,4,0.46,1
44,163677,406,35766,24,13,6,2,0.24,1
34,51337,387,42726,24,27,3,2,0.39,1
52,156554,428,5524,24,26,7,4,0.14,1
66,85333,640,14079,48,9,8,1,0.12,0
63,156535,303,13399,60,2,8,2,0.38,1
36,90448,626,32370,36,35,2,3,0.34,1
24,24648,709,21532,12,37,4,4,0.18,1
57,150576,605,21821,36,24,5,1,0.51,1
41,53623,524,48162,60,21,5,3,0.7,1
34,55634,647,8749,36,38,9,4,0.34,1
51,195674,620,16353,48,29,7,1,0.47,1
68,134598,480,33477,24,20,5,3,0.68,1
38,69334,685,29570,60,29,5,2,0.6,1
27,88648,407,25837,60,27,3,4,0.38,1
30,42054,830,16437,36,30,6,4,0.54,1
27,90028,709,43104,48,25,7,2,0.18,1
53,42207,595,9551,36,21,2,0,0.41,0
43,101554,470,7823,36,20,6,3,0.27,1
41,172458,630,17916,60,0,2,2,0.2,1
39,103276,792,20167,36,36,7,4,0.36,1
68,72781,494,46445,24,12,0,3,0.18,1
39,195271,311,13391,36,20,0,3,0.52,1
56,81035,494,17658,24,8,5,0,0.37,1
49,28210,789,34685,60,16,9,4,0.42,1
38,64363,481,28380,48,20,8,1,0.19,1
22,98279,615,47431,24,30,3,0,0.18,0
21,173504,329,33919,48,38,5,0,0.45,1
67,154393,395,7311,48,21,4,1,0.69,1
25,101348,680,44993,24,11,0,1,0.16,0
40,188455,743,49333,60,5,5,0,0.27,0
31,133816,597,48038,12,15,8,3,0.62,1
62,143053,660,18560,48,25,2,2,0.14,1
22,186892,673,43553,48,4,2,2,0.63,1
23,86262,602,30993,60,8,1,0,0.41,0
43,154832,720,35492,60,39,3,3,0.34,1
32,173262,545,25981,36,13,9,1,0.29,1
40,87411,536,29143,60,29,2,0,0.28,1
25,43377,833,17067,48,25,1,4,0.28,1
57,197809,484,28916,24,28,0,3,0.63,1
58,58211,767,46508,12,18,2,4,0.53,1
50,23744,662,8815,36,7,9,4,0.5,1
29,44995,582,36836,24,22,5,0,0.58,1
54,168049,635,42477,12,34,8,3,0.25,1
64,54542,461,42275,12,30,4,4,0.47,1
55,30651,459,44343,12,34,2,3,0.38,1
42,119239,773,9773,24,31,4,2,0.57,1
64,98931,621,17446,36,4,4,4,0.29,1
44,122112,311,35733,36,15,4,4,0.49,1
37,36715,723,15464,12,16,6,3,0.63,1
30,195481,372,26576,24,31,4,2,0.34,1
50,175378,500,8320,12,37,6,4,0.14,1
66,170158,821,15750,60,31,8,0,0.41,0
43,165448,804,42466,36,19,4,3,0.31,1
52,81350,338,31572,48,1,1,3,0.5,1
37,91425,359,22948,12,19,4,4,0.67,1
37,187708,620,43826,60,17,7,2,0.39,1
34,106120,734,28515,36,0,3,4,0.38,1
29,134889,707,32867,24,28,1,1,0.49,1
60,185682,685,5726,36,28,9,4,0.16,1
22,161130,377,30820,24,18,2,1,0.25,1
65,94637,493,11697,24,39,8,0,0.65,1
45,90194,584,49678,12,5,8,3,0.5,1
59,96917,826,47025,12,38,7,3,0.11,1
29,84200,823,17963,36,7,7,2,0.22,1
42,125848,455,6081,60,23,7,4,0.51,1
63,126022,639,25269,36,19,7,0,0.56,1
66,197691,424,15776,48,13,7,1,0.6,1
24,168226,579,36816,24,4,0,2,0.28,1
46,170611,427,19196,24,39,5,0,0.66,1
49,80058,613,47112,12,33,8,0,0.43,0
65,82068,631,20958,60,15,7,1,0.52,1
54,119932,449,28369,12,6,2,1,0.46,1
43,181445,753,16689,48,15,0,3,0.17,1
57,184226,335,22331,36,6,1,4,0.68,1
31,157103,719,42528,36,26,1,2,0.17,1
26,42785,321,18436,60,13,6,4,0.25,1
38,179741,505,5066,12,13,5,2,0.59,1
41,114475,655,35725,12,32,1,0,0.47,1
62,22282,739,30212,48,32,7,1,0.6,1
56,185696,395,38332,36,19,8,1,0.41,1
61,199510,463,30401,12,35,6,0,0.33,1
58,87534,447,18393,60,6,3,0,0.65,1
54,182777,829,8670,36,31,0,2,0.12,1
37,189316,593,30601,48,2,3,0,0.61,1
57,94964,494,7251,60,38,3,2,0.24,1
45,188509,779,38572,24,28,7,4,0.61,1
58,139006,422,32027,48,23,3,1,0.18,1
32,70583,699,36846,60,21,3,1,0.45,0
43,58392,751,26015,12,5,1,1,0.63,1
62,27461,403,14583,24,23,9,4,0.38,1
42,120123,761,28104,48,39,6,4,0.55,1
41,30516,695,17224,12,22,3,3,0.58,1
47,168586,636,43784,24,37,5,2,0.54,1
51,141251,441,35836,36,9,2,2,0.66,1
26,187340,616,34299,12,15,6,3,0.37,1
47,187860,826,18036,60,10,5,1,0.2,0
60,82493,700,24933,48,31,2,2,0.13,1
54,56027,609,17392,24,5,3,2,0.25,1
32,113547,794,12938,12,23,9,1,0.19,0
65,193921,408,9141,36,32,4,0,0.43,1
27,120127,671,28350,48,11,8,0,0.21,0
30,168930,505,14546,48,26,5,3,0.12,1
65,99003,342,10335,12,37,3,4,0.12,1
37,59758,544,10077,36,17,6,2,0.6,1
46,74312,586,10611,24,38,1,2,0.45,1
41,88670,654,45857,12,12,3,3,0.31,1
48,102279,775,40660,24,39,4,3,0.64,1
66,35434,382,10577,48,29,3,2,0.14,1
22,198847,409,25002,24,12,3,1,0.69,1
63,95769,489,44451,36,33,8,1,0.47,1
21,86677,550,39275,60,35,1,4,0.21,1
56,103555,590,33647,36,29,5,2,0.51,1
46,148379,500,39831,24,24,7,2,0.56,1
49,196806,625,39768,12,1,7,2,0.36,1
41,121665,810,35962,48,35,6,2,0.62,1
31,191675,708,34583,60,17,9,3,0.19,1
60,88803,807,6294,12,4,3,0,0.27,0
31,190404,371,20096,12,18,6,2,0.16,1
56,111703,546,41833,36,17,9,0,0.23,1
69,41312,643,32328,24,31,5,1,0.24,0
59,195251,353,29398,36,20,5,4,0.65,1
60,137961,827,22706,24,9,1,1,0.15,0
55,60379,831,27340,36,36,7,2,0.36,1
54,37297,492,23825,12,21,7,1,0.42,1
67,22011,357,22482,48,12,6,3,0.64,1
44,140234,736,14318,24,16,8,0,0.7,1
42,64014,410,46256,60,8,7,2,0.55,1
25,162810,428,49009,60,23,8,3,0.68,1
53,114333,625,48185,12,13,8,0,0.57,1
56,198570,307,20574,36,7,5,3,0.68,1
67,31120,328,19650,36,36,1,1,0.52,1
40,159839,411,33930,12,18,6,2,0.15,1
39,42852,430,25171,60,27,2,1,0.34,1
55,99239,487,39864,60,29,6,4,0.49,1
63,152001,774,16801,36,6,8,2,0.31,1
37,111575,663,27372,24,25,9,1,0.26,0
65,115040,503,21559,48,39,9,2,0.45,1
63,168510,511,37334,24,10,1,0,0.66,1
54,199587,575,44937,60,13,5,2,0.12,1
29,25744,372,18288,24,20,5,2,0.56,1
46,193489,542,27398,48,7,8,0,0.53,1
22,158141,401,15694,24,2,8,1,0.68,1
29,62359,470,17191,24,27,4,2,0.66,1
29,170871,487,23051,24,28,4,3,0.56,1
60,118746,740,15737,24,22,8,2,0.41,1
37,140906,385,30251,12,17,7,1,0.22,1
21,27597,775,10147,60,34,6,0,0.43,1
45,67093,351,24643,48,12,7,1,0.56,1
63,188298,410,43967,60,11,5,4,0.64,1
60,134650,342,38314,12,4,2,2,0.57,1
62,177489,510,42999,12,38,6,2,0.22,1
45,169765,499,45733,12,10,7,0,0.46,1
59,140956,325,23467,12,10,7,2,0.3,1
55,135598,598,39808,24,30,0,3,0.11,1
23,153241,376,6752,60,30,6,3,0.22,1
57,173124,436,6849,36,12,2,1,0.17,1
64,28036,319,7642,48,13,1,0,0.61,1
64,51778,739,6600,12,24,1,4,0.26,1
50,178806,510,25786,60,32,7,1,0.27,1
58,174245,734,49565,12,32,8,0,0.68,1
54,181475,506,25183,12,14,2,0,0.33,1
32,157416,738,6132,12,15,2,1,0.11,0
39,38800,341,43259,12,37,5,1,0.27,1
57,45372,710,36076,12,5,9,2,0.17,1
64,81516,822,43563,48,24,0,4,0.16,1
69,40538,726,31691,60,14,5,3,0.15,1
37,83918,574,48299,12,3,2,2,0.46,1
30,166045,747,15931,12,3,3,0,0.21,0
69,91155,668,12633,12,29,8,4,0.32,1
67,79500,519,42777,12,33,2,4,0.62,1
32,187647,531,39881,24,26,0,1,0.35,1
36,193333,627,6044,24,30,2,4,0.65,1
44,130659,742,40199,36,31,6,4,0.4,1
39,47716,351,29363,12,38,6,0,0.34,1
28,154308,675,6582,36,8,4,2,0.55,1
51,166920,562,19374,48,7,0,4,0.14,1
41,22352,566,6308,36,13,7,1,0.15,1
37,153004,658,26301,60,32,9,2,0.49,1
43,96449,616,13793,24,22,7,1,0.39,0
57,28556,623,6620,24,20,9,4,0.57,1
36,106836,720,34883,12,11,9,2,0.65,1
26,156570,345,42534,12,1,9,4,0.33,1
28,70098,568,42960,48,12,1,0,0.46,1
45,132169,680,44390,48,3,9,2,0.4,1
38,160641,417,11093,60,19,2,1,0.69,1
45,146060,415,27259,12,13,3,0,0.6,1
32,150544,559,25655,12,29,0,3,0.65,1
35,20340,374,38005,48,28,3,1,0.25,1
46,195021,779,36629,48,7,4,4,0.56,1
61,102302,604,28610,48,11,2,1,0.26,0
65,20138,306,26602,24,37,9,3,0.23,1
46,151430,665,25409,36,25,1,1,0.67,1
67,139619,822,16110,36,1,5,0,0.11,0
52,105376,647,11073,12,39,7,1,0.68,1
30,119931,737,40310,24,13,6,2,0.19,1
36,181726,514,20282,48,5,0,3,0.59,1
27,176951,728,15195,12,39,3,1,0.27,0
37,101532,797,6537,24,30,2,3,0.31,1
43,75778,839,22138,60,16,5,0,0.23,0
46,57772,666,49328,24,24,8,2,0.45,1
41,78478,612,45164,12,31,8,4,0.31,1
42,46762,837,29207,36,11,6,1,0.49,1
27,164355,353,25619,48,12,8,0,0.11,1
34,190492,840,29845,60,18,7,3,0.14,1
35,75568,766,29310,24,24,4,3,0.16,1
27,105090,463,42899,12,30,8,0,0.35,1
29,40219,633,35562,12,36,6,1,0.59,1
68,77169,846,33036,48,24,4,4,0.63,1
28,94965,647,13697,12,15,7,1,0.25,0
43,197912,572,22513,12,37,6,2,0.44,1
49,195767,713,48039,48,22,8,1,0.56,1
38,104754,799,8145,60,13,9,2,0.27,1
51,97988,392,32818,36,5,0,3,0.35,1
50,170023,378,35544,36,24,8,2,0.41,1
59,152379,516,18100,24,22,6,4,0.18,1
55,100388,657,25104,60,11,0,0,0.12,0
38,110768,806,9067,24,12,0,2,0.19,1
62,55428,480,41963,36,35,4,1,0.48,1
59,112021,545,35728,48,38,7,2,0.14,1
37,138418,543,37317,12,33,8,3,0.21,1
34,190047,805,36416,36,5,5,2,0.3,1
51,152212,721,47012,60,37,9,4,0.15,1
44,175914,619,45049,36,39,7,2,0.22,1
55,46421,386,7509,60,7,5,4,0.65,1
64,21708,516,26400,60,7,5,1,0.11,1
65,154702,789,11533,60,39,3,3,0.49,1
54,170667,818,19670,24,32,4,0,0.33,0
23,96021,577,8932,48,33,1,1,0.5,1
57,179380,468,43328,36,14,2,1,0.45,1
63,64789,629,41784,48,35,2,0,0.23,0
60,46086,740,28723,12,34,4,2,0.61,1
46,36859,690,5719,36,21,4,2,0.4,1
43,27684,795,5074,48,22,5,2,0.59,1
64,111088,680,31498,48,39,4,3,0.34,1
59,152279,605,36345,12,21,5,1,0.69,1
35,66099,812,25541,60,4,7,4,0.56,1
69,86093,487,39917,36,30,1,0,0.68,1
24,180761,815,31028,36,12,3,1,0.41,0
49,68651,726,34545,12,27,5,2,0.38,1
42,33893,801,19033,60,19,4,0,0.55,1
45,86418,559,36673,36,32,0,4,0.63,1
33,145074,812,35974,36,15,8,1,0.68,1
38,123065,370,28097,36,28,2,1,0.29,1
53,150351,777,41975,60,22,1,3,0.58,1
36,58635,477,32608,12,23,8,1,0.23,1
65,115071,756,28525,36,33,6,1,0.43,0
62,98518,488,20043,48,6,4,4,0.21,1
64,126233,590,46846,60,37,5,4,0.31,1
22,123651,819,16725,24,36,3,0,0.66,1
55,92805,591,41704,12,3,0,2,0.19,1
62,179136,582,47075,48,33,3,4,0.48,1
54,142813,843,42383,36,21,8,0,0.46,1
50,99063,676,34483,24,4,0,1,0.17,0
33,22454,455,12265,12,22,9,0,0.3,1
33,40878,807,27763,60,14,2,0,0.44,0
38,164063,712,15116,24,30,4,0,0.21,0
52,88344,827,20733,24,8,6,0,0.58,1
52,124946,654,30502,48,24,8,4,0.68,1
55,56593,486,42420,12,24,5,2,0.23,1
59,56304,330,48241,48,20,2,0,0.21,1
66,181458,559,14247,48,8,6,3,0.37,1
49,133613,720,28840,36,37,3,1,0.55,1
69,172155,828,26058,60,21,2,1,0.27,0
49,38354,603,39929,24,22,6,1,0.11,0
64,42190,338,23635,12,3,6,1,0.42,1
36,26142,788,30628,60,28,3,1,0.67,1
64,179470,841,36362,60,14,6,0,0.33,0
67,61862,577,25953,12,0,1,2,0.35,1
30,170575,502,24128,60,29,0,3,0.68,1
50,145438,365,17061,36,28,1,4,0.52,1
45,68456,407,11041,60,19,3,3,0.53,1
59,120167,567,17673,36,32,7,4,0.44,1
40,102035,521,26059,24,35,2,4,0.68,1
25,28016,829,39328,24,21,9,3,0.51,1
21,22384,389,49722,48,12,5,0,0.64,1
50,166144,554,22548,36,6,5,1,0.52,1
69,122239,754,20078,24,7,8,0,0.54,1
23,131431,552,10419,60,27,8,1,0.27,1
65,100018,556,40490,12,8,3,2,0.28,1
34,60510,682,15550,12,24,8,4,0.57,1
50,41826,741,35337,36,15,5,3,0.28,1
24,88026,389,6468,48,9,1,2,0.44,1
38,141668,689,29309,60,10,9,1,0.25,0
57,176590,343,5808,36,30,5,0,0.59,1
45,44045,318,29747,12,11,1,3,0.17,1
68,110102,400,11719,36,30,7,4,0.6,1
21,71919,656,21363,60,13,3,2,0.46,1
66,119441,841,33718,24,31,4,4,0.21,1
35,178175,332,33801,60,16,7,1,0.43,1
29,187260,528,48359,24,34,7,4,0.27,1
35,156917,823,42841,24,0,5,0,0.29,0
69,187746,454,13012,24,28,3,2,0.31,1
44,138325,722,23029,36,3,0,2,0.14,1
24,39337,545,46017,12,22,6,0,0.69,1
32,173385,704,5767,36,27,7,4,0.12,1
57,178015,840,8895,12,15,8,0,0.5,1
57,97949,460,47968,60,11,1,3,0.32,1
63,20276,416,45097,48,20,0,0,0.49,1
26,71151,570,20332,60,16,3,4,0.31,1
59,168683,786,19621,36,39,4,0,0.5,1
66,163016,471,16334,36,12,9,1,0.54,1
44,72887,573,23174,12,31,0,0,0.51,1
31,101442,558,38653,36,36,4,0,0.17,1
33,69847,434,45502,24,14,5,4,0.49,1
54,78653,721,41674,36,11,2,3,0.27,1
45,76622,720,42260,12,14,6,3,0.12,1
27,47810,485,47498,12,33,5,4,0.35,1
24,97842,663,7073,24,5,3,4,0.36,1
28,142225,677,11269,12,16,2,4,0.38,1
40,30503,822,22194,48,19,4,1,0.52,1
49,104761,495,31811,60,8,2,2,0.29,1
65,188048,397,11841,36,4,9,0,0.29,1
66,146439,321,48723,48,22,8,4,0.14,1
30,31590,749,39800,36,32,8,4,0.51,1
63,161958,471,14699,48,37,5,4,0.44,1
54,163938,682,15762,36,13,5,3,0.31,1
46,86624,433,44897,24,16,3,4,0.52,1
61,183864,725,46556,12,18,3,0,0.42,0
69,160836,324,7147,12,32,1,4,0.38,1
23,140356,802,38383,24,0,9,0,0.41,0
26,62727,484,38715,48,12,3,1,0.48,1
25,98471,384,43445,60,26,7,2,0.5,1
25,28068,443,45634,48,5,9,3,0.27,1
67,136923,711,7013,12,5,1,0,0.18,0
43,158367,523,25081,60,32,8,1,0.19,1
69,192232,519,21874,36,29,0,2,0.48,1
29,31390,478,42755,60,34,1,2,0.62,1
55,126752,732,13733,48,22,1,2,0.35,1
40,171203,564,14479,24,9,5,0,0.2,1
69,114754,728,14825,36,18,6,1,0.55,1
62,95969,715,26304,48,27,2,4,0.6,1
55,166110,752,40694,36,22,8,1,0.63,1
38,97064,496,45050,60,3,4,1,0.46,1
37,41281,352,20635,12,19,4,1,0.62,1
44,74189,779,25760,48,18,3,0,0.11,0
23,68511,742,14490,24,26,8,0,0.16,0
52,142115,629,26252,60,33,7,0,0.16,0
55,28605,550,44754,48,3,3,1,0.53,1
58,120318,422,11862,24,37,3,0,0.14,1
33,152453,686,49927,48,6,1,2,0.4,1
67,39810,638,9423,60,6,8,0,0.38,0
45,175394,647,15450,48,25,2,3,0.29,1
29,61869,328,45927,36,25,3,0,0.62,1
24,52955,334,39841,60,18,6,0,0.2,1
34,81388,817,27554,48,8,9,0,0.31,0
57,30207,695,36826,12,19,7,0,0.56,1
54,179292,593,47879,48,15,7,3,0.12,1
31,42031,648,11825,36,16,3,4,0.5,1
61,100807,446,48420,24,21,6,0,0.59,1
23,91312,366,17454,24,12,9,2,0.66,1
48,79766,819,29251,24,11,0,3,0.63,1
49,163521,421,25648,12,9,5,4,0.29,1
29,109833,639,45736,36,0,5,0,0.45,0
23,131041,474,29530,60,31,5,4,0.15,1
45,136185,750,17516,24,29,1,2,0.25,1
54,197164,435,45544,36,7,7,3,0.16,1
32,30350,315,13558,48,20,4,3,0.29,1
62,120859,632,13719,12,21,4,4,0.63,1
29,88487,494,9886,36,17,1,0,0.31,1
35,168694,795,33185,36,1,3,1,0.44,0
60,143853,308,42387,60,8,8,3,0.36,1
45,73117,633,26575,36,2,8,1,0.38,0
25,121084,632,48113,60,25,5,3,0.68,1
31,43782,626,44643,12,20,8,0,0.28,0
54,48454,314,15100,12,29,3,0,0.48,1
44,87904,525,12856,48,27,0,3,0.35,1
35,149936,724,43169,60,35,1,4,0.14,1
58,166664,707,33804,60,25,0,0,0.39,0
28,173245,412,40790,24,33,7,0,0.59,1
25,184276,727,35988,24,7,8,2,0.16,1
68,186668,300,49443,48,9,9,0,0.14,1
46,185396,565,15912,12,13,5,2,0.19,1
38,142258,790,43506,24,39,1,0,0.56,1
26,131668,507,27368,36,14,5,0,0.53,1
57,144184,668,6770,12,16,8,4,0.44,1
68,181822,605,17305,36,17,2,4,0.38,1
33,36566,311,14969,60,31,8,0,0.63,1
48,158262,644,17404,12,37,1,3,0.56,1
25,58333,764,13989,48,22,4,3,0.59,1
33,141929,793,40983,60,22,1,0,0.59,1
37,109571,667,49748,60,34,6,3,0.49,1
60,140263,719,44462,36,38,9,0,0.37,0
65,152661,470,24360,60,14,8,4,0.62,1
52,45235,433,25121,24,23,6,1,0.66,1
49,20159,726,31287,12,27,4,2,0.11,1
23,163217,324,48429,24,15,3,3,0.13,1
60,182993,829,39160,36,15,3,3,0.68,1
54,124859,489,11789,36,39,9,4,0.27,1
60,167309,440,32181,12,38,7,3,0.62,1
47,127507,614,19385,60,5,9,0,0.33,0
33,159316,743,22061,48,1,9,0,0.17,0
65,34743,618,5105,36,12,9,1,0.15,1
53,66101,740,49247,12,8,9,1,0.19,0
26,141534,391,26137,48,33,9,1,0.25,1
44,104227,478,39714,60,16,0,0,0.39,1
39,91126,355,10544,36,26,4,1,0.52,1
36,76071,454,18275,12,28,1,1,0.69,1
60,94763,410,44753,12,36,8,0,0.36,1
48,163309,436,39550,12,21,6,4,0.41,1
53,166721,531,24641,36,23,9,3,0.41,1
68,188785,767,11213,48,6,7,2,0.42,1
61,196481,780,19485,12,33,5,0,0.41,0
33,199838,367,20605,60,11,8,0,0.11,1
63,66154,548,42637,12,22,5,2,0.1,1
65,27016,622,25390,48,14,6,2,0.16,1
45,199760,817,14867,36,32,6,1,0.16,0
62,109678,731,8981,12,12,8,2,0.52,1
56,132056,786,14493,12,22,7,3,0.22,1
